0={start:0, end=1, key=4, type=PLAYER(0)}
5662={start:5, end=5, key=1707, type=PLAYER(0)}
5663={start:6, end=6, key=1707, type=PLAYER(0)}
5664={start:7, end=7, key=1707, type=PLAYER(0)}
5665={start:8, end=8, key=1707, type=PLAYER(0)}
5666={start:9, end=9, key=1707, type=PLAYER(0)}
5667={start:10, end=10, key=1707, type=PLAYER(0)}
5668={start:11, end=11, key=1707, type=PLAYER(0)}
5669={start:12, end=12, key=1707, type=PLAYER(0)}
5670={start:13, end=13, key=1707, type=PLAYER(0)}
5671={start:14, end=14, key=1707, type=PLAYER(0)}
5672={start:15, end=15, key=1707, type=PLAYER(0)}
5673={start:16, end=16, key=1707, type=PLAYER(0)}
5674={start:17, end=17, key=1707, type=PLAYER(0)}
5675={start:18, end=18, key=1707, type=PLAYER(0)}
5676={start:19, end=19, key=1707, type=PLAYER(0)}
5677={start:20, end=20, key=1707, type=PLAYER(0)}
5678={start:21, end=21, key=1707, type=PLAYER(0)}
5679={start:22, end=22, key=1707, type=PLAYER(0)}
5680={start:23, end=23, key=1707, type=PLAYER(0)}
5681={start:24, end=24, key=1707, type=PLAYER(0)}
5682={start:25, end=25, key=1707, type=PLAYER(0)}
5683={start:26, end=26, key=1707, type=PLAYER(0)}
5684={start:27, end=27, key=1707, type=PLAYER(0)}
5685={start:28, end=28, key=1707, type=PLAYER(0)}
5686={start:29, end=29, key=1707, type=PLAYER(0)}
5687={start:30, end=30, key=1707, type=PLAYER(0)}
5688={start:31, end=31, key=1707, type=PLAYER(0)}
5689={start:0, end=0, key=1708, type=PLAYER(0)}
5690={start:1, end=1, key=1708, type=PLAYER(0)}
5691={start:2, end=2, key=1708, type=PLAYER(0)}
5692={start:3, end=3, key=1708, type=PLAYER(0)}
5693={start:4, end=4, key=1708, type=PLAYER(0)}
5694={start:5, end=5, key=1708, type=PLAYER(0)}
5695={start:6, end=6, key=1708, type=PLAYER(0)}
5696={start:7, end=7, key=1708, type=PLAYER(0)}
5697={start:8, end=8, key=1708, type=PLAYER(0)}
5698={start:9, end=9, key=1708, type=PLAYER(0)}
5699={start:10, end=10, key=1708, type=PLAYER(0)}
5700={start:11, end=11, key=1708, type=PLAYER(0)}
5701={start:12, end=12, key=1708, type=PLAYER(0)}
5702={start:13, end=13, key=1708, type=PLAYER(0)}
5703={start:14, end=14, key=1708, type=PLAYER(0)}
5704={start:15, end=15, key=1708, type=PLAYER(0)}
5705={start:16, end=16, key=1708, type=PLAYER(0)}
5706={start:17, end=17, key=1708, type=PLAYER(0)}
5707={start:18, end=18, key=1708, type=PLAYER(0)}
5708={start:19, end=19, key=1708, type=PLAYER(0)}
5709={start:20, end=20, key=1708, type=PLAYER(0)}
5710={start:21, end=21, key=1708, type=PLAYER(0)}
5711={start:22, end=22, key=1708, type=PLAYER(0)}
5712={start:23, end=23, key=1708, type=PLAYER(0)}
5713={start:24, end=24, key=1708, type=PLAYER(0)}
5714={start:25, end=25, key=1708, type=PLAYER(0)}
5715={start:26, end=26, key=1708, type=PLAYER(0)}
5716={start:27, end=27, key=1708, type=PLAYER(0)}
5717={start:28, end=28, key=1708, type=PLAYER(0)}
5718={start:29, end=29, key=1708, type=PLAYER(0)}
5719={start:30, end=30, key=1708, type=PLAYER(0)}
5720={start:31, end=31, key=1708, type=PLAYER(0)}
5721={start:1, end=1, key=1709, type=PLAYER(0)}
5722={start:2, end=2, key=1709, type=PLAYER(0)}
5723={start:3, end=3, key=1709, type=PLAYER(0)}
5724={start:4, end=4, key=1709, type=PLAYER(0)}
5725={start:5, end=5, key=1709, type=PLAYER(0)}
5726={start:6, end=6, key=1709, type=PLAYER(0)}
5727={start:7, end=7, key=1709, type=PLAYER(0)}
5728={start:8, end=8, key=1709, type=PLAYER(0)}
5729={start:9, end=9, key=1709, type=PLAYER(0)}
5730={start:10, end=10, key=1709, type=PLAYER(0)}
5731={start:11, end=11, key=1709, type=PLAYER(0)}
5732={start:12, end=12, key=1709, type=PLAYER(0)}
5733={start:13, end=13, key=1709, type=PLAYER(0)}
5734={start:14, end=14, key=1709, type=PLAYER(0)}
5735={start:15, end=15, key=1709, type=PLAYER(0)}
5736={start:16, end=16, key=1709, type=PLAYER(0)}
5737={start:17, end=17, key=1709, type=PLAYER(0)}
5738={start:18, end=18, key=1709, type=PLAYER(0)}
5739={start:19, end=19, key=1709, type=PLAYER(0)}
5740={start:20, end=20, key=1709, type=PLAYER(0)}
5741={start:21, end=21, key=1709, type=PLAYER(0)}
5742={start:22, end=22, key=1709, type=PLAYER(0)}
5743={start:23, end=23, key=1709, type=PLAYER(0)}
5744={start:24, end=24, key=1709, type=PLAYER(0)}
5745={start:0, end=5, key=1710, type=PLAYER(0)}
5746={start:6, end=21, key=1710, type=PLAYER(0)}
5747={start:0, end=0, key=1713, type=PLAYER(0)}
5748={start:6, end=7, key=1713, type=PLAYER(0)}
5749={start:8, end=8, key=1713, type=PLAYER(0)}
5750={start:9, end=11, key=1713, type=PLAYER(0)}
5751={start:12, end=12, key=1713, type=PLAYER(0)}
5752={start:13, end=14, key=1713, type=PLAYER(0)}
5753={start:0, end=5, key=1714, type=PLAYER(0)}
5754={start:6, end=11, key=1714, type=PLAYER(0)}
5755={start:12, end=17, key=1714, type=PLAYER(0)}
5756={start:18, end=23, key=1714, type=PLAYER(0)}
5757={start:24, end=29, key=1714, type=PLAYER(0)}
5758={start:0, end=5, key=1715, type=PLAYER(0)}
5759={start:6, end=11, key=1715, type=PLAYER(0)}
5760={start:12, end=17, key=1715, type=PLAYER(0)}
5761={start:18, end=23, key=1715, type=PLAYER(0)}
5762={start:24, end=29, key=1715, type=PLAYER(0)}
5763={start:0, end=5, key=1716, type=PLAYER(0)}
5764={start:6, end=11, key=1716, type=PLAYER(0)}
5765={start:12, end=17, key=1716, type=PLAYER(0)}
5766={start:12, end=17, key=1717, type=PLAYER(0)}
5767={start:18, end=23, key=1716, type=PLAYER(0)}
5768={start:24, end=29, key=1716, type=PLAYER(0)}
5769={start:0, end=5, key=1717, type=PLAYER(0)}
5770={start:6, end=11, key=1717, type=PLAYER(0)}
5771={start:0, end=6, key=1718, type=PLAYER(0)}
5772={start:7, end=19, key=1718, type=PLAYER(0)}
5773={start:20, end=27, key=1718, type=PLAYER(0)}
5774={start:0, end=9, key=1719, type=PLAYER(0)}
5775={start:10, end=10, key=1719, type=PLAYER(0)}
5776={start:11, end=11, key=1719, type=PLAYER(0)}
5777={start:12, end=24, key=1719, type=PLAYER(0)}
5778={start:25, end=26, key=1719, type=PLAYER(0)}
5779={start:0, end=10, key=0, type=OBJECT(5)}
5780={start:0, end=0, key=1725, type=PLAYER(0)}
5781={start:1, end=4, key=1725, type=PLAYER(0)}
5782={start:5, end=5, key=1725, type=PLAYER(0)}
5783={start:6, end=6, key=1725, type=PLAYER(0)}
5784={start:7, end=12, key=1725, type=PLAYER(0)}
5785={start:13, end=24, key=1725, type=PLAYER(0)}
5786={start:25, end=25, key=1725, type=PLAYER(0)}
5787={start:26, end=26, key=1725, type=PLAYER(0)}
5788={start:0, end=0, key=1722, type=PLAYER(0)}
5789={start:1, end=4, key=1722, type=PLAYER(0)}
5790={start:5, end=5, key=1722, type=PLAYER(0)}
5791={start:6, end=8, key=1722, type=PLAYER(0)}
5792={start:9, end=10, key=1722, type=PLAYER(0)}
5793={start:11, end=12, key=1722, type=PLAYER(0)}
5794={start:6, end=10, key=1722, type=PLAYER(0)}
5795={start:11, end=15, key=1722, type=PLAYER(0)}
5796={start:6, end=11, key=1722, type=PLAYER(0)}
5797={start:12, end=16, key=1722, type=PLAYER(0)}
5798={start:17, end=21, key=1722, type=PLAYER(0)}
5799={start:22, end=26, key=1722, type=PLAYER(0)}
5800={start:27, end=31, key=1722, type=PLAYER(0)}
5801={start:6, end=9, key=1722, type=PLAYER(0)}
5802={start:10, end=10, key=1722, type=PLAYER(0)}
5803={start:11, end=13, key=1722, type=PLAYER(0)}
5804={start:0, end=0, key=341, type=UNKNOWN_1(8)}
5805={start:1, end=1, key=341, type=UNKNOWN_1(8)}
5806={start:2, end=2, key=341, type=UNKNOWN_1(8)}
5807={start:3, end=3, key=341, type=UNKNOWN_1(8)}
5808={start:4, end=4, key=341, type=UNKNOWN_1(8)}
5809={start:5, end=5, key=341, type=UNKNOWN_1(8)}
5810={start:6, end=6, key=341, type=UNKNOWN_1(8)}
5811={start:7, end=7, key=341, type=UNKNOWN_1(8)}
5812={start:8, end=8, key=341, type=UNKNOWN_1(8)}
5813={start:9, end=9, key=341, type=UNKNOWN_1(8)}
5814={start:10, end=10, key=341, type=UNKNOWN_1(8)}
5815={start:11, end=11, key=341, type=UNKNOWN_1(8)}
5816={start:12, end=12, key=341, type=UNKNOWN_1(8)}
5817={start:13, end=13, key=341, type=UNKNOWN_1(8)}
5818={start:14, end=14, key=341, type=UNKNOWN_1(8)}
5819={start:15, end=15, key=341, type=UNKNOWN_1(8)}
5820={start:0, end=5, key=31, type=NPC(1)}
5821={start:0, end=0, key=1728, type=PLAYER(0)}
5822={start:1, end=1, key=1728, type=PLAYER(0)}
5823={start:0, end=2, key=1730, type=PLAYER(0)}
5824={start:3, end=6, key=1730, type=PLAYER(0)}
5825={start:7, end=7, key=1730, type=PLAYER(0)}
5826={start:8, end=10, key=1730, type=PLAYER(0)}
5827={start:11, end=14, key=1730, type=PLAYER(0)}
5828={start:0, end=30, key=0, type=OBJECT(5)}
5829={start:0, end=4, key=1731, type=PLAYER(0)}
5830={start:5, end=11, key=1731, type=PLAYER(0)}
5831={start:12, end=12, key=1731, type=PLAYER(0)}
5832={start:13, end=13, key=1731, type=PLAYER(0)}
5833={start:14, end=14, key=1731, type=PLAYER(0)}
5834={start:15, end=15, key=1731, type=PLAYER(0)}
5835={start:16, end=16, key=1731, type=PLAYER(0)}
5836={start:17, end=17, key=1731, type=PLAYER(0)}
5837={start:18, end=18, key=1731, type=PLAYER(0)}
5838={start:19, end=19, key=1731, type=PLAYER(0)}
5839={start:20, end=20, key=1731, type=PLAYER(0)}
5840={start:21, end=21, key=1731, type=PLAYER(0)}
5841={start:22, end=22, key=1731, type=PLAYER(0)}
5842={start:23, end=23, key=1731, type=PLAYER(0)}
5843={start:24, end=24, key=1731, type=PLAYER(0)}
5844={start:25, end=25, key=1731, type=PLAYER(0)}
5845={start:26, end=26, key=1731, type=PLAYER(0)}
5846={start:12, end=26, key=1731, type=PLAYER(0)}
5847={start:27, end=27, key=1731, type=PLAYER(0)}
5848={start:28, end=28, key=1731, type=PLAYER(0)}
5849={start:29, end=29, key=1731, type=PLAYER(0)}
5850={start:30, end=30, key=1731, type=PLAYER(0)}
5851={start:31, end=31, key=1731, type=PLAYER(0)}
5852={start:0, end=4, key=1732, type=PLAYER(0)}
5853={start:5, end=16, key=1732, type=PLAYER(0)}
5854={start:17, end=31, key=1732, type=PLAYER(0)}
5855={start:0, end=0, key=1737, type=PLAYER(0)}
5856={start:1, end=1, key=1737, type=PLAYER(0)}
5857={start:2, end=2, key=1737, type=PLAYER(0)}
5858={start:3, end=3, key=1737, type=PLAYER(0)}
5859={start:4, end=4, key=1737, type=PLAYER(0)}
5860={start:5, end=5, key=1737, type=PLAYER(0)}
5861={start:6, end=6, key=1737, type=PLAYER(0)}
5862={start:7, end=7, key=1737, type=PLAYER(0)}
5863={start:8, end=8, key=1737, type=PLAYER(0)}
5864={start:9, end=9, key=1737, type=PLAYER(0)}
5865={start:10, end=10, key=1737, type=PLAYER(0)}
5866={start:11, end=11, key=1737, type=PLAYER(0)}
5867={start:12, end=12, key=1737, type=PLAYER(0)}
5868={start:13, end=13, key=1737, type=PLAYER(0)}
5869={start:14, end=14, key=1737, type=PLAYER(0)}
5870={start:15, end=15, key=1737, type=PLAYER(0)}
5871={start:18, end=18, key=1737, type=PLAYER(0)}
5872={start:19, end=19, key=1737, type=PLAYER(0)}
5873={start:20, end=20, key=1737, type=PLAYER(0)}
5874={start:21, end=21, key=1737, type=PLAYER(0)}
5875={start:0, end=4, key=1735, type=PLAYER(0)}
5876={start:13, end=14, key=1735, type=PLAYER(0)}
5877={start:15, end=15, key=1735, type=PLAYER(0)}
5878={start:23, end=23, key=1735, type=PLAYER(0)}
5879={start:0, end=12, key=1736, type=PLAYER(0)}
5880={start:5, end=5, key=1735, type=PLAYER(0)}
5881={start:6, end=6, key=1735, type=PLAYER(0)}
5882={start:7, end=7, key=1735, type=PLAYER(0)}
5883={start:8, end=8, key=1735, type=PLAYER(0)}
5884={start:9, end=9, key=1735, type=PLAYER(0)}
5885={start:10, end=10, key=1735, type=PLAYER(0)}
5886={start:11, end=11, key=1735, type=PLAYER(0)}
5887={start:12, end=12, key=1735, type=PLAYER(0)}
5888={start:16, end=16, key=1735, type=PLAYER(0)}
5889={start:17, end=17, key=1735, type=PLAYER(0)}
5890={start:18, end=22, key=1735, type=PLAYER(0)}
5891={start:0, end=1, key=1734, type=PLAYER(0)}
5892={start:9, end=12, key=1734, type=PLAYER(0)}
5893={start:13, end=14, key=1734, type=PLAYER(0)}
5894={start:20, end=20, key=1734, type=PLAYER(0)}
5895={start:21, end=21, key=1734, type=PLAYER(0)}
5896={start:0, end=2, key=1733, type=PLAYER(0)}
5897={start:3, end=3, key=1733, type=PLAYER(0)}
5898={start:4, end=4, key=1733, type=PLAYER(0)}
5899={start:5, end=5, key=1733, type=PLAYER(0)}
5900={start:6, end=6, key=1733, type=PLAYER(0)}
5901={start:7, end=7, key=1733, type=PLAYER(0)}
5902={start:8, end=8, key=1733, type=PLAYER(0)}
5903={start:9, end=9, key=1733, type=PLAYER(0)}
5904={start:10, end=10, key=1733, type=PLAYER(0)}
5905={start:11, end=11, key=1733, type=PLAYER(0)}
5906={start:12, end=12, key=1733, type=PLAYER(0)}
5907={start:15, end=18, key=1734, type=PLAYER(0)}
5908={start:19, end=19, key=1734, type=PLAYER(0)}
5909={start:13, end=15, key=1733, type=PLAYER(0)}
5910={start:16, end=20, key=1733, type=PLAYER(0)}
5911={start:21, end=23, key=1733, type=PLAYER(0)}
5912={start:2, end=2, key=1734, type=PLAYER(0)}
5913={start:3, end=3, key=1734, type=PLAYER(0)}
5914={start:4, end=4, key=1734, type=PLAYER(0)}
5915={start:1, end=2, key=1738, type=PLAYER(0)}
5916={start:3, end=4, key=1738, type=PLAYER(0)}
5917={start:5, end=5, key=1738, type=PLAYER(0)}
5918={start:6, end=6, key=1738, type=PLAYER(0)}
5919={start:7, end=17, key=1738, type=PLAYER(0)}
5920={start:18, end=25, key=1738, type=PLAYER(0)}
5921={start:1, end=15, key=1739, type=PLAYER(0)}
5922={start:26, end=26, key=1738, type=PLAYER(0)}
5923={start:27, end=27, key=1738, type=PLAYER(0)}
5924={start:28, end=28, key=1738, type=PLAYER(0)}
5925={start:29, end=31, key=1738, type=PLAYER(0)}
5926={start:16, end=16, key=1739, type=PLAYER(0)}
5927={start:17, end=17, key=1739, type=PLAYER(0)}
5928={start:18, end=19, key=1739, type=PLAYER(0)}
5929={start:20, end=22, key=1739, type=PLAYER(0)}
5930={start:23, end=31, key=1739, type=PLAYER(0)}
5931={start:1, end=9, key=1740, type=PLAYER(0)}
5932={start:0, end=15, key=1756, type=PLAYER(0)}
5933={start:16, end=31, key=1756, type=PLAYER(0)}
5934={start:0, end=15, key=1757, type=PLAYER(0)}
5935={start:16, end=31, key=1757, type=PLAYER(0)}
5936={start:0, end=15, key=1758, type=PLAYER(0)}
5937={start:16, end=31, key=1758, type=PLAYER(0)}
5938={start:0, end=15, key=1759, type=PLAYER(0)}
5939={start:16, end=31, key=1759, type=PLAYER(0)}
5940={start:0, end=0, key=1769, type=PLAYER(0)}
5941={start:1, end=1, key=1769, type=PLAYER(0)}
5942={start:0, end=0, key=1770, type=PLAYER(0)}
5943={start:1, end=1, key=1770, type=PLAYER(0)}
5944={start:2, end=2, key=1770, type=PLAYER(0)}
5945={start:3, end=3, key=1770, type=PLAYER(0)}
5946={start:4, end=4, key=1770, type=PLAYER(0)}
5947={start:5, end=5, key=1770, type=PLAYER(0)}
5948={start:6, end=6, key=1770, type=PLAYER(0)}
5949={start:7, end=7, key=1770, type=PLAYER(0)}
5950={start:8, end=8, key=1770, type=PLAYER(0)}
5951={start:9, end=9, key=1770, type=PLAYER(0)}
5952={start:10, end=10, key=1770, type=PLAYER(0)}
5953={start:11, end=11, key=1770, type=PLAYER(0)}
5954={start:12, end=12, key=1770, type=PLAYER(0)}
5955={start:13, end=13, key=1770, type=PLAYER(0)}
5956={start:14, end=14, key=1770, type=PLAYER(0)}
5957={start:15, end=15, key=1770, type=PLAYER(0)}
5958={start:16, end=16, key=1770, type=PLAYER(0)}
5959={start:17, end=17, key=1770, type=PLAYER(0)}
5960={start:18, end=18, key=1770, type=PLAYER(0)}
5961={start:19, end=19, key=1770, type=PLAYER(0)}
5962={start:20, end=20, key=1770, type=PLAYER(0)}
5963={start:21, end=21, key=1770, type=PLAYER(0)}
5964={start:0, end=0, key=1768, type=PLAYER(0)}
5965={start:1, end=1, key=1768, type=PLAYER(0)}
5966={start:2, end=2, key=1768, type=PLAYER(0)}
5967={start:3, end=3, key=1768, type=PLAYER(0)}
5968={start:4, end=4, key=1768, type=PLAYER(0)}
5969={start:5, end=5, key=1768, type=PLAYER(0)}
5970={start:6, end=6, key=1768, type=PLAYER(0)}
5971={start:7, end=7, key=1768, type=PLAYER(0)}
5972={start:8, end=8, key=1768, type=PLAYER(0)}
5973={start:9, end=9, key=1768, type=PLAYER(0)}
5974={start:10, end=10, key=1768, type=PLAYER(0)}
5975={start:11, end=11, key=1768, type=PLAYER(0)}
5976={start:12, end=12, key=1768, type=PLAYER(0)}
5977={start:13, end=13, key=1768, type=PLAYER(0)}
5978={start:14, end=14, key=1768, type=PLAYER(0)}
5979={start:15, end=15, key=1768, type=PLAYER(0)}
5980={start:16, end=16, key=1768, type=PLAYER(0)}
5981={start:17, end=17, key=1768, type=PLAYER(0)}
5982={start:18, end=18, key=1768, type=PLAYER(0)}
5983={start:19, end=19, key=1768, type=PLAYER(0)}
5984={start:20, end=20, key=1768, type=PLAYER(0)}
5985={start:21, end=21, key=1768, type=PLAYER(0)}
5986={start:22, end=22, key=1768, type=PLAYER(0)}
5987={start:23, end=23, key=1768, type=PLAYER(0)}
5988={start:24, end=24, key=1768, type=PLAYER(0)}
5989={start:25, end=25, key=1768, type=PLAYER(0)}
5990={start:26, end=26, key=1768, type=PLAYER(0)}
5991={start:27, end=27, key=1768, type=PLAYER(0)}
5992={start:5, end=5, key=1771, type=PLAYER(0)}
5993={start:18, end=18, key=3512, type=PLAYER(0)}
5994={start:0, end=7, key=1776, type=PLAYER(0)}
5995={start:8, end=15, key=1776, type=PLAYER(0)}
5996={start:16, end=16, key=1776, type=PLAYER(0)}
5997={start:17, end=17, key=1776, type=PLAYER(0)}
5998={start:18, end=19, key=1776, type=PLAYER(0)}
5999={start:0, end=0, key=1775, type=PLAYER(0)}
6000={start:6, end=6, key=4029, type=PLAYER(0)}
6001={start:0, end=2, key=53, type=NPC(1)}
6002={start:1, end=5, key=0, type=OBJECT(5)}
6003={start:6, end=16, key=0, type=OBJECT(5)}
6004={start:1, end=10, key=0, type=OBJECT(5)}
6005={start:11, end=20, key=0, type=OBJECT(5)}
6006={start:1, end=1, key=1777, type=PLAYER(0)}
6007={start:2, end=2, key=1777, type=PLAYER(0)}
6008={start:3, end=3, key=1777, type=PLAYER(0)}
6009={start:4, end=4, key=1777, type=PLAYER(0)}
6010={start:5, end=5, key=1777, type=PLAYER(0)}
6011={start:6, end=6, key=1777, type=PLAYER(0)}
6012={start:7, end=7, key=1777, type=PLAYER(0)}
6013={start:8, end=8, key=1777, type=PLAYER(0)}
6014={start:9, end=9, key=1777, type=PLAYER(0)}
6015={start:10, end=10, key=1777, type=PLAYER(0)}
6016={start:11, end=11, key=1777, type=PLAYER(0)}
6017={start:12, end=12, key=1777, type=PLAYER(0)}
6018={start:13, end=13, key=1777, type=PLAYER(0)}
6019={start:14, end=14, key=1777, type=PLAYER(0)}
6020={start:15, end=15, key=1777, type=PLAYER(0)}
6021={start:16, end=16, key=1777, type=PLAYER(0)}
6022={start:17, end=17, key=1777, type=PLAYER(0)}
6023={start:18, end=18, key=1777, type=PLAYER(0)}
6024={start:19, end=19, key=1777, type=PLAYER(0)}
6025={start:20, end=20, key=1777, type=PLAYER(0)}
6026={start:21, end=21, key=1777, type=PLAYER(0)}
6027={start:22, end=22, key=1777, type=PLAYER(0)}
6028={start:23, end=23, key=1777, type=PLAYER(0)}
6029={start:24, end=24, key=1777, type=PLAYER(0)}
6030={start:25, end=25, key=1777, type=PLAYER(0)}
6031={start:26, end=26, key=1777, type=PLAYER(0)}
6032={start:27, end=27, key=1777, type=PLAYER(0)}
6033={start:28, end=28, key=1777, type=PLAYER(0)}
6034={start:29, end=29, key=1777, type=PLAYER(0)}
6035={start:30, end=30, key=1777, type=PLAYER(0)}
6036={start:31, end=31, key=1777, type=PLAYER(0)}
6037={start:0, end=0, key=1778, type=PLAYER(0)}
6038={start:1, end=5, key=1779, type=PLAYER(0)}
6039={start:6, end=11, key=1779, type=PLAYER(0)}
6040={start:12, end=16, key=1779, type=PLAYER(0)}
6041={start:17, end=22, key=1779, type=PLAYER(0)}
6042={start:23, end=23, key=1779, type=PLAYER(0)}
6043={start:24, end=24, key=1779, type=PLAYER(0)}
6044={start:25, end=31, key=1779, type=PLAYER(0)}
6045={start:1, end=8, key=1780, type=PLAYER(0)}
6046={start:9, end=13, key=1780, type=PLAYER(0)}
6047={start:14, end=31, key=1780, type=PLAYER(0)}
6048={start:1, end=8, key=1785, type=PLAYER(0)}
6049={start:9, end=16, key=1785, type=PLAYER(0)}
6050={start:17, end=22, key=1785, type=PLAYER(0)}
6051={start:23, end=27, key=1785, type=PLAYER(0)}
6052={start:28, end=31, key=1785, type=PLAYER(0)}
6053={start:1, end=5, key=1786, type=PLAYER(0)}
6054={start:6, end=6, key=1786, type=PLAYER(0)}
6055={start:7, end=31, key=1786, type=PLAYER(0)}
6056={start:0, end=0, key=1786, type=PLAYER(0)}
6057={start:7, end=10, key=1781, type=PLAYER(0)}
6058={start:11, end=11, key=1781, type=PLAYER(0)}
6059={start:18, end=18, key=1781, type=PLAYER(0)}
6060={start:19, end=19, key=1781, type=PLAYER(0)}
6061={start:20, end=20, key=1781, type=PLAYER(0)}
6062={start:21, end=21, key=1781, type=PLAYER(0)}
6063={start:24, end=24, key=1781, type=PLAYER(0)}
6064={start:25, end=27, key=1781, type=PLAYER(0)}
6065={start:28, end=31, key=1781, type=PLAYER(0)}
6066={start:0, end=0, key=1788, type=PLAYER(0)}
6067={start:1, end=31, key=1788, type=PLAYER(0)}
6068={start:0, end=3, key=1789, type=PLAYER(0)}
6069={start:4, end=4, key=1789, type=PLAYER(0)}
6070={start:0, end=3, key=1790, type=PLAYER(0)}
6071={start:4, end=4, key=1790, type=PLAYER(0)}
6072={start:0, end=5, key=1794, type=PLAYER(0)}
6073={start:6, end=11, key=1794, type=PLAYER(0)}
6074={start:12, end=17, key=1794, type=PLAYER(0)}
6075={start:18, end=23, key=1794, type=PLAYER(0)}
6076={start:24, end=29, key=1794, type=PLAYER(0)}
6077={start:0, end=5, key=1795, type=PLAYER(0)}
6078={start:6, end=11, key=1795, type=PLAYER(0)}
6079={start:12, end=17, key=1795, type=PLAYER(0)}
6080={start:18, end=23, key=1795, type=PLAYER(0)}
6081={start:24, end=29, key=1795, type=PLAYER(0)}
6082={start:15, end=20, key=1802, type=PLAYER(0)}
6083={start:0, end=0, key=1797, type=PLAYER(0)}
6084={start:2, end=7, key=1797, type=PLAYER(0)}
6085={start:8, end=13, key=1797, type=PLAYER(0)}
6086={start:14, end=19, key=1797, type=PLAYER(0)}
6087={start:20, end=25, key=1797, type=PLAYER(0)}
6088={start:26, end=31, key=1797, type=PLAYER(0)}
6089={start:2, end=7, key=1798, type=PLAYER(0)}
6090={start:8, end=13, key=1798, type=PLAYER(0)}
6091={start:14, end=19, key=1798, type=PLAYER(0)}
6092={start:20, end=25, key=1798, type=PLAYER(0)}
6093={start:26, end=31, key=1798, type=PLAYER(0)}
6094={start:2, end=7, key=1799, type=PLAYER(0)}
6095={start:8, end=13, key=1799, type=PLAYER(0)}
6096={start:14, end=19, key=1799, type=PLAYER(0)}
6097={start:20, end=25, key=1799, type=PLAYER(0)}
6098={start:26, end=31, key=1799, type=PLAYER(0)}
6099={start:0, end=4, key=1800, type=PLAYER(0)}
6100={start:5, end=9, key=1800, type=PLAYER(0)}
6101={start:10, end=14, key=1800, type=PLAYER(0)}
6102={start:15, end=19, key=1800, type=PLAYER(0)}
6103={start:20, end=24, key=1800, type=PLAYER(0)}
6104={start:25, end=29, key=1800, type=PLAYER(0)}
6105={start:0, end=4, key=1801, type=PLAYER(0)}
6106={start:5, end=9, key=1801, type=PLAYER(0)}
6107={start:10, end=14, key=1801, type=PLAYER(0)}
6108={start:15, end=19, key=1801, type=PLAYER(0)}
6109={start:20, end=24, key=1801, type=PLAYER(0)}
6110={start:25, end=29, key=1801, type=PLAYER(0)}
6111={start:0, end=4, key=1802, type=PLAYER(0)}
6112={start:5, end=9, key=1802, type=PLAYER(0)}
6113={start:10, end=14, key=1802, type=PLAYER(0)}
6114={start:0, end=30, key=0, type=OBJECT(5)}
6115={start:30, end=31, key=1794, type=PLAYER(0)}
6116={start:0, end=26, key=1803, type=PLAYER(0)}
6117={start:27, end=28, key=1803, type=PLAYER(0)}
6118={start:29, end=29, key=1803, type=PLAYER(0)}
6119={start:0, end=4, key=1804, type=PLAYER(0)}
6120={start:5, end=5, key=1804, type=PLAYER(0)}
6121={start:6, end=29, key=1804, type=PLAYER(0)}
6122={start:30, end=30, key=1804, type=PLAYER(0)}
6123={start:31, end=31, key=1804, type=PLAYER(0)}
6124={start:0, end=0, key=1808, type=PLAYER(0)}
6125={start:1, end=1, key=1808, type=PLAYER(0)}
6126={start:2, end=22, key=1808, type=PLAYER(0)}
6127={start:23, end=23, key=1808, type=PLAYER(0)}
6128={start:24, end=24, key=1808, type=PLAYER(0)}
6129={start:25, end=25, key=1808, type=PLAYER(0)}
6130={start:26, end=28, key=1808, type=PLAYER(0)}
6131={start:0, end=5, key=1809, type=PLAYER(0)}
6132={start:6, end=6, key=1809, type=PLAYER(0)}
6133={start:0, end=0, key=1833, type=PLAYER(0)}
6134={start:1, end=1, key=1833, type=PLAYER(0)}
6135={start:30, end=30, key=1833, type=PLAYER(0)}
6136={start:31, end=31, key=1833, type=PLAYER(0)}
6137={start:0, end=5, key=1843, type=PLAYER(0)}
6138={start:6, end=6, key=1843, type=PLAYER(0)}
6139={start:0, end=19, key=0, type=OBJECT(5)}
6140={start:0, end=3, key=1837, type=PLAYER(0)}
6141={start:4, end=8, key=1837, type=PLAYER(0)}
6142={start:9, end=18, key=1837, type=PLAYER(0)}
6143={start:19, end=19, key=1837, type=PLAYER(0)}
6144={start:28, end=31, key=1837, type=PLAYER(0)}
6145={start:20, end=24, key=1837, type=PLAYER(0)}
6146={start:0, end=9, key=1845, type=PLAYER(0)}
6147={start:10, end=10, key=1845, type=PLAYER(0)}
6148={start:11, end=11, key=1845, type=PLAYER(0)}
6149={start:12, end=12, key=1845, type=PLAYER(0)}
6150={start:13, end=13, key=1845, type=PLAYER(0)}
6151={start:14, end=15, key=1845, type=PLAYER(0)}
6152={start:30, end=30, key=1845, type=PLAYER(0)}
6153={start:31, end=31, key=1845, type=PLAYER(0)}
6154={start:0, end=6, key=1846, type=PLAYER(0)}
6155={start:7, end=13, key=1846, type=PLAYER(0)}
6156={start:0, end=0, key=1847, type=PLAYER(0)}
6157={start:1, end=1, key=1847, type=PLAYER(0)}
6158={start:2, end=2, key=1847, type=PLAYER(0)}
